province;red;green;blue;x;x
932;136;70;183;PROV932;x
933;142;225;247;PROV933;x
934;169;145;92;PROV934;x
935;214;47;34;PROV935;x
936;114;249;190;PROV936;x
937;208;245;66;PROV937;x
938;141;172;187;PROV938;x
939;228;82;249;PROV939;x
940;129;68;190;PROV940;x
941;228;52;186;PROV941;x
942;247;89;116;PROV942;x
943;32;246;206;PROV943;x
944;114;124;231;PROV944;x
945;75;58;196;PROV945;x
946;252;222;100;PROV946;x
947;39;35;223;PROV947;x
948;104;249;123;PROV948;x
949;117;227;97;PROV949;x
950;188;42;186;PROV950;x
951;86;196;123;PROV951;x
952;161;221;212;PROV952;x
953;173;111;33;PROV953;x
954;238;124;150;PROV954;x
955;90;95;144;PROV955;x
956;246;230;115;PROV956;x
957;178;119;63;PROV957;x
958;221;153;58;PROV958;x
959;93;160;116;PROV959;x
960;49;191;113;PROV960;x
961;218;180;111;PROV961;x
962;74;243;117;PROV962;x
963;102;121;30;PROV963;x
964;142;121;178;PROV964;x
965;220;121;155;PROV965;x
966;227;56;162;PROV966;x
967;208;104;187;PROV967;x
968;157;40;178;PROV968;x
969;152;119;72;PROV969;x
970;95;98;91;PROV970;x
971;125;154;175;PROV971;x
972;174;49;198;PROV972;x
973;69;46;106;PROV973;x
974;56;174;139;PROV974;x
975;114;65;253;PROV975;x
976;140;31;62;PROV976;x
977;158;120;134;PROV977;x
978;209;96;116;PROV978;x
979;181;90;170;PROV979;x
980;188;176;154;PROV980;x
981;75;37;53;PROV981;x
982;193;47;221;PROV982;x
983;33;75;101;PROV983;x
984;211;187;39;PROV984;x
985;85;181;185;PROV985;x
986;77;72;229;PROV986;x
987;179;42;117;PROV987;x
988;40;192;232;PROV988;x
989;211;170;88;PROV989;x
990;88;248;213;PROV990;x
991;58;136;124;PROV991;x
992;207;236;167;PROV992;x
993;116;176;48;PROV993;x
994;33;58;201;PROV994;x
995;124;154;169;PROV995;x
996;185;133;48;PROV996;x
997;195;38;164;PROV997;x
998;66;64;99;PROV998;x
999;75;237;131;PROV999;x
1000;163;199;81;PROV1000;x
1001;142;182;81;PROV1001;x
1002;170;132;200;PROV1002;x
1003;48;216;151;PROV1003;x
1004;211;148;160;PROV1004;x
1005;161;79;245;PROV1005;x
1006;74;116;46;PROV1006;x
1007;173;157;145;PROV1007;x
1008;195;118;127;PROV1008;x
1009;215;171;201;PROV1009;x
1010;97;70;193;PROV1010;x
1011;171;152;192;PROV1011;x
1012;160;102;48;PROV1012;x
1013;135;209;51;PROV1013;x
1014;223;167;172;PROV1014;x
1015;151;239;144;PROV1015;x
1016;33;159;239;PROV1016;x
1017;108;30;150;PROV1017;x
1018;115;244;71;PROV1018;x
1019;191;202;94;PROV1019;x
1020;208;209;216;PROV1020;x
1021;254;206;175;PROV1021;x
1022;213;69;250;PROV1022;x
1023;223;31;232;PROV1023;x
1024;227;194;162;PROV1024;x
1025;249;205;245;PROV1025;x
1026;227;74;134;PROV1026;x
1027;238;212;41;PROV1027;x
1028;216;243;69;PROV1028;x
1029;73;86;162;PROV1029;x
1030;151;223;155;PROV1030;x
1031;208;181;254;PROV1031;x
1032;90;224;215;PROV1032;x
1033;251;193;199;PROV1033;x
1034;148;64;158;PROV1034;x
1035;37;136;91;PROV1035;x
1036;242;120;69;PROV1036;x
1037;80;218;157;PROV1037;x
1038;215;225;252;PROV1038;x
1039;118;102;62;PROV1039;x
1040;107;48;42;PROV1040;x
1041;163;189;235;PROV1041;x
1042;59;231;136;PROV1042;x
1043;189;119;177;PROV1043;x
1044;138;208;136;PROV1044;x
1045;232;85;221;PROV1045;x
1046;123;100;35;PROV1046;x
1047;252;248;211;PROV1047;x
1048;31;140;186;PROV1048;x
1049;253;145;53;PROV1049;x
1050;217;60;217;PROV1050;x
1051;125;185;118;PROV1051;x
1052;79;109;186;PROV1052;x
1053;88;50;241;PROV1053;x
1054;51;55;136;PROV1054;x
1055;105;96;113;PROV1055;x
1056;111;158;113;PROV1056;x
1057;46;249;31;PROV1057;x
1058;56;110;54;PROV1058;x
1059;85;161;78;PROV1059;x
1060;79;61;116;PROV1060;x
1061;112;227;88;PROV1061;x
1062;214;42;53;PROV1062;x
1063;47;182;231;PROV1063;x
1064;64;64;79;PROV1064;x
1065;48;230;222;PROV1065;x
1066;104;181;73;PROV1066;x
1067;102;171;242;PROV1067;x
1068;194;200;66;PROV1068;x
1069;215;98;105;PROV1069;x
1070;94;248;202;PROV1070;x
1071;137;39;244;PROV1071;x
1072;155;193;83;PROV1072;x
1073;78;145;84;PROV1073;x
1074;90;93;230;PROV1074;x
1075;136;236;215;PROV1075;x
1076;207;38;134;PROV1076;x
1077;86;236;235;PROV1077;x
1078;35;231;144;PROV1078;x
1079;129;173;56;PROV1079;x
1080;52;253;198;PROV1080;x
1081;203;208;189;PROV1081;x
1082;59;182;54;PROV1082;x
1083;90;148;66;PROV1083;x
1084;169;55;65;PROV1084;x
1085;243;42;108;PROV1085;x
1086;41;88;219;PROV1086;x
1087;105;38;90;PROV1087;x
1088;225;37;42;PROV1088;x
1089;221;131;63;PROV1089;x
1090;129;56;50;PROV1090;x
1091;56;56;147;PROV1091;x
1092;141;141;139;PROV1092;x
1093;71;107;83;PROV1093;x
1094;191;147;145;PROV1094;x
1095;97;172;210;PROV1095;x
1096;200;46;218;PROV1096;x
1097;66;117;115;PROV1097;x
1098;91;201;245;PROV1098;x
1099;137;232;201;PROV1099;x
1100;176;93;80;PROV1100;x
1101;245;215;121;PROV1101;x
1102;46;142;254;PROV1102;x
1103;173;132;155;PROV1103;x
1104;223;225;235;PROV1104;x
1105;166;169;145;PROV1105;x
1106;200;158;120;PROV1106;x
1107;86;51;114;PROV1107;x
1108;99;93;194;PROV1108;x
1109;190;220;109;PROV1109;x
1110;156;33;164;PROV1110;x
1111;193;149;43;PROV1111;x
1112;32;200;187;PROV1112;x
1113;53;81;59;PROV1113;x
1114;211;57;169;PROV1114;x
1115;93;97;146;PROV1115;x
1116;134;180;61;PROV1116;x
1117;129;191;104;PROV1117;x
1118;110;120;72;PROV1118;x
1119;220;176;151;PROV1119;x
1120;181;111;177;PROV1120;x
1121;174;46;128;PROV1121;x
1122;246;60;105;PROV1122;x
1123;222;163;224;PROV1123;x
1124;213;176;107;PROV1124;x
1125;90;130;248;PROV1125;x
1126;200;36;251;PROV1126;x
1127;77;86;69;PROV1127;x
1128;77;57;97;PROV1128;x
1129;90;112;59;PROV1129;x
1130;226;66;53;PROV1130;x
1131;65;126;225;PROV1131;x
1132;137;66;40;PROV1132;x
1133;70;101;67;PROV1133;x
1134;70;167;47;PROV1134;x
1135;92;170;44;PROV1135;x
1136;251;50;244;PROV1136;x
1137;78;50;169;PROV1137;x
1138;155;134;54;PROV1138;x
1139;137;126;243;PROV1139;x
1140;61;186;202;PROV1140;x
1141;76;250;126;PROV1141;x
1142;200;178;79;PROV1142;x
1143;137;207;94;PROV1143;x
1144;237;159;189;PROV1144;x
1145;214;36;174;PROV1145;x
1146;52;240;141;PROV1146;x
1147;82;93;91;PROV1147;x
1148;70;178;46;PROV1148;x
1149;138;164;247;PROV1149;x
1150;200;30;194;PROV1150;x
1151;52;39;170;PROV1151;x
1152;119;249;172;PROV1152;x
1153;175;146;246;PROV1153;x
1154;219;144;98;PROV1154;x
1155;179;95;145;PROV1155;x
1156;235;196;127;PROV1156;x
1157;135;114;141;PROV1157;x
1158;131;234;122;PROV1158;x
1159;140;36;101;PROV1159;x
1160;109;91;43;PROV1160;x
1161;87;191;206;PROV1161;x
1162;155;215;150;PROV1162;x
1163;49;124;42;PROV1163;x
1164;32;131;123;PROV1164;x
1165;150;117;203;PROV1165;x
1166;248;145;113;PROV1166;x
1167;156;158;223;PROV1167;x
1168;149;94;170;PROV1168;x
1169;82;175;59;PROV1169;x
1170;77;234;243;PROV1170;x
1171;100;96;84;PROV1171;x
1172;233;162;207;PROV1172;x
1173;146;54;134;PROV1173;x
1174;249;215;102;PROV1174;x
1175;115;133;238;PROV1175;x
1176;47;236;147;PROV1176;x
1177;174;146;145;PROV1177;x
1178;243;207;187;PROV1178;x
1179;75;192;127;PROV1179;x
1180;66;102;70;PROV1180;x
1181;121;226;145;PROV1181;x
1182;53;186;64;PROV1182;x
1183;68;171;209;PROV1183;x
1184;251;132;120;PROV1184;x
1185;233;162;198;PROV1185;x
1186;150;64;216;PROV1186;x
1187;167;158;117;PROV1187;x
1188;127;112;143;PROV1188;x
1189;152;187;225;PROV1189;x
1190;110;110;207;PROV1190;x
1191;94;158;244;PROV1191;x
1192;212;91;201;PROV1192;x
1193;203;233;94;PROV1193;x
1194;192;177;44;PROV1194;x
1195;54;39;75;PROV1195;x
1196;244;180;158;PROV1196;x
1197;165;134;66;PROV1197;x
1198;131;208;97;PROV1198;x
1199;58;181;104;PROV1199;x
1200;176;171;239;PROV1200;x
1201;239;170;52;PROV1201;x
1202;168;168;34;PROV1202;x
1203;208;193;227;PROV1203;x
1204;44;238;86;PROV1204;x
1205;128;229;235;PROV1205;x
1206;102;102;102;PROV1206;x
1207;98;162;37;PROV1207;x
1208;97;199;231;PROV1208;x
1209;170;218;204;PROV1209;x
1210;176;183;165;PROV1210;x
1211;127;57;91;PROV1211;x
1212;110;208;37;PROV1212;x
1213;247;141;125;PROV1213;x
1214;71;66;241;PROV1214;x
1215;185;151;150;PROV1215;x
1216;235;32;234;PROV1216;x
1217;116;210;108;PROV1217;x
1218;31;108;39;PROV1218;x
1219;232;172;225;PROV1219;x
1220;76;252;205;PROV1220;x
1221;84;61;39;PROV1221;x
1222;92;171;211;PROV1222;x
1223;249;48;51;PROV1223;x
1224;228;110;216;PROV1224;x
1225;232;57;125;PROV1225;x
1226;50;166;78;PROV1226;x
1227;110;190;215;PROV1227;x
1228;225;89;228;PROV1228;x
1229;87;126;204;PROV1229;x
1230;82;133;66;PROV1230;x
1231;66;201;143;PROV1231;x
1232;175;241;34;PROV1232;x
1233;231;123;234;PROV1233;x
1234;193;240;238;PROV1234;x
1235;213;143;130;PROV1235;x
1236;147;53;80;PROV1236;x
1237;168;211;35;PROV1237;x
1238;244;114;226;PROV1238;x
1239;66;35;75;PROV1239;x
1240;37;197;170;PROV1240;x
1241;102;87;70;PROV1241;x
1242;121;74;73;PROV1242;x
1243;99;172;204;PROV1243;x
1244;127;195;102;PROV1244;x
1245;153;168;176;PROV1245;x
1246;61;143;236;PROV1246;x
1247;80;185;157;PROV1247;x
1248;62;195;118;PROV1248;x
1249;189;185;73;PROV1249;x
1250;98;228;205;PROV1250;x
1251;221;74;221;PROV1251;x
1252;40;77;166;PROV1252;x
1253;216;108;77;PROV1253;x
1254;142;43;102;PROV1254;x
1255;55;193;95;PROV1255;x
1256;227;139;58;PROV1256;x
1257;248;208;78;PROV1257;x
1258;182;51;156;PROV1258;x
1259;168;88;134;PROV1259;x
1260;210;165;241;PROV1260;x
1261;161;163;68;PROV1261;x
1262;251;160;150;PROV1262;x
1263;135;142;121;PROV1263;x
1264;39;99;65;PROV1264;x
1265;188;193;172;PROV1265;x
1266;84;37;31;PROV1266;x
1267;52;216;76;PROV1267;x
1268;44;104;50;PROV1268;x
1269;156;69;52;PROV1269;x
1270;94;126;243;PROV1270;x
1271;62;36;198;PROV1271;x
1272;90;236;134;PROV1272;x
1273;63;58;62;PROV1273;x
1274;199;122;251;PROV1274;x
1275;192;238;138;PROV1275;x
1276;43;249;113;PROV1276;x
1277;239;113;80;PROV1277;x
1278;132;187;203;PROV1278;x
1279;195;146;88;PROV1279;x
1280;48;124;121;PROV1280;x
1281;128;70;45;PROV1281;x
1282;132;232;93;PROV1282;x
1283;121;127;211;PROV1283;x
1284;67;51;233;PROV1284;x
1285;224;108;124;PROV1285;x
1286;79;107;120;PROV1286;x
1287;166;143;74;PROV1287;x
1288;193;110;43;PROV1288;x
1289;193;185;103;PROV1289;x
1290;249;149;119;PROV1290;x
1291;76;45;189;PROV1291;x
1292;195;100;81;PROV1292;x
1293;236;89;36;PROV1293;x
1294;75;176;151;PROV1294;x
1295;157;202;92;PROV1295;x
1296;102;163;108;PROV1296;x
1297;109;146;68;PROV1297;x
1298;222;136;235;PROV1298;x
1299;77;190;215;PROV1299;x
1300;32;194;77;PROV1300;x
1301;244;127;232;PROV1301;x
1302;121;246;36;PROV1302;x
1303;74;58;38;PROV1303;x
1304;72;98;48;PROV1304;x
1305;114;121;221;PROV1305;x
1306;178;66;163;PROV1306;x
1307;205;121;51;PROV1307;x
1308;250;170;33;PROV1308;x
1309;81;108;163;PROV1309;x
1310;208;148;165;PROV1310;x
1311;120;233;150;PROV1311;x
1312;214;85;79;PROV1312;x
1313;173;65;210;PROV1313;x
1314;86;57;135;PROV1314;x
1315;100;66;78;PROV1315;x
1316;50;138;45;PROV1316;x
1317;44;153;153;PROV1317;x
1318;82;81;103;PROV1318;x
1319;55;249;212;PROV1319;x
1320;229;70;168;PROV1320;x
1321;128;120;164;PROV1321;x
1322;127;206;119;PROV1322;x
1323;152;154;65;PROV1323;x
1324;171;34;31;PROV1324;x
1325;207;149;93;PROV1325;x
1326;171;179;133;PROV1326;x
1327;209;60;225;PROV1327;x
1328;147;194;249;PROV1328;x
1329;41;68;182;PROV1329;x
1330;76;189;91;PROV1330;x
1331;122;199;249;PROV1331;x
1332;72;212;192;PROV1332;x
1333;225;228;114;PROV1333;x
1334;214;152;238;PROV1334;x
1335;234;127;149;PROV1335;x
1336;152;129;186;PROV1336;x
1337;40;138;100;PROV1337;x
1338;108;50;40;PROV1338;x
1339;197;235;180;PROV1339;x
1340;169;115;168;PROV1340;x
1341;192;105;220;PROV1341;x
1342;229;79;90;PROV1342;x
1343;36;165;192;PROV1343;x
1344;155;201;206;PROV1344;x
1345;48;250;162;PROV1345;x
1346;241;167;96;PROV1346;x
1347;130;144;194;PROV1347;x
1348;250;66;80;PROV1348;x
1349;245;43;178;PROV1349;x
1350;239;129;232;PROV1350;x
1351;41;85;142;PROV1351;x
1352;201;51;76;PROV1352;x
1353;47;35;78;PROV1353;x
1354;89;146;219;PROV1354;x
1355;249;140;192;PROV1355;x
1356;149;90;54;PROV1356;x
1357;132;210;97;PROV1357;x
1358;114;69;226;PROV1358;x
1359;228;197;69;PROV1359;x
1360;169;238;65;PROV1360;x
1361;166;51;65;PROV1361;x
1362;214;143;145;PROV1362;x
1363;93;101;228;PROV1363;x
1364;115;224;162;PROV1364;x
1365;48;70;252;PROV1365;x
1366;230;30;181;PROV1366;x
1367;142;126;208;PROV1367;x
1368;154;136;173;PROV1368;x
1369;164;182;45;PROV1369;x
1370;170;227;109;PROV1370;x
1371;37;132;51;PROV1371;x
1372;42;177;124;PROV1372;x
1373;183;65;251;PROV1373;x
1374;77;85;243;PROV1374;x
1375;80;47;241;PROV1375;x
1376;190;95;253;PROV1376;x
1377;229;253;196;PROV1377;x
1378;142;57;142;PROV1378;x
1379;112;42;170;PROV1379;x
1380;146;79;215;PROV1380;x
1381;129;178;128;PROV1381;x
1382;148;107;121;PROV1382;x
1383;140;35;148;PROV1383;x
1384;158;76;220;PROV1384;x
1385;184;95;71;PROV1385;x
1386;219;103;119;PROV1386;x
1387;187;229;116;PROV1387;x
1388;47;196;229;PROV1388;x
1389;168;149;105;PROV1389;x
1390;164;185;165;PROV1390;x
1391;208;67;240;PROV1391;x
1392;66;202;161;PROV1392;x
1393;145;186;194;PROV1393;x
1394;150;79;90;PROV1394;x
1395;135;100;207;PROV1395;x
1396;230;213;216;PROV1396;x
1397;100;148;193;PROV1397;x
1398;81;214;105;PROV1398;x
1399;128;112;237;PROV1399;x
1400;154;235;213;PROV1400;x
1401;237;204;39;PROV1401;x
1402;235;148;148;PROV1402;x
1403;164;104;171;PROV1403;x
1404;179;66;180;PROV1404;x
1405;56;166;125;PROV1405;x
1406;51;192;191;PROV1406;x
1407;144;94;67;PROV1407;x
1408;227;157;107;PROV1408;x
1409;164;192;119;PROV1409;x
1410;179;245;206;PROV1410;x
1411;236;134;103;PROV1411;x
1412;240;153;151;PROV1412;x
1413;197;250;94;PROV1413;x
1414;98;190;74;PROV1414;x
1415;52;156;177;PROV1415;x
1416;179;102;201;PROV1416;x
1417;141;133;73;PROV1417;x
1418;51;156;167;PROV1418;x
1419;67;40;77;PROV1419;x
1420;186;100;210;PROV1420;x
1421;58;240;113;PROV1421;x
1422;220;198;186;PROV1422;x
1423;107;70;43;PROV1423;x
1424;247;204;30;PROV1424;x
1425;185;240;120;PROV1425;x
1426;173;68;142;PROV1426;x
1427;162;214;233;PROV1427;x
1428;190;202;143;PROV1428;x
1429;103;41;180;PROV1429;x
1430;138;69;205;PROV1430;x
1431;215;87;213;PROV1431;x
1432;245;102;62;PROV1432;x
1433;188;166;54;PROV1433;x
1434;131;179;109;PROV1434;x
1435;76;31;115;PROV1435;x
1436;120;139;201;PROV1436;x
1437;226;87;238;PROV1437;x
1438;208;171;122;PROV1438;x
1439;154;155;97;PROV1439;x
1440;46;242;36;PROV1440;x
1441;208;62;147;PROV1441;x
1442;71;194;167;PROV1442;x
1443;88;240;156;PROV1443;x
1444;117;60;65;PROV1444;x
1445;153;182;157;PROV1445;x
1446;82;57;39;PROV1446;x
1447;95;48;185;PROV1447;x
1448;33;243;254;PROV1448;x
1449;230;67;186;PROV1449;x
1450;211;115;191;PROV1450;x
1451;103;85;42;PROV1451;x
1452;197;34;91;PROV1452;x
1453;202;62;154;PROV1453;x
1454;75;138;56;PROV1454;x
1455;203;84;243;PROV1455;x
1456;219;102;128;PROV1456;x
1457;88;206;224;PROV1457;x
1458;106;204;74;PROV1458;x
1459;148;96;157;PROV1459;x
1460;235;148;207;PROV1460;x
1461;145;161;200;PROV1461;x
1462;128;80;127;PROV1462;x
1463;145;139;52;PROV1463;x
1464;203;147;241;PROV1464;x
1465;60;213;134;PROV1465;x
1466;197;229;215;PROV1466;x
1467;167;153;164;PROV1467;x
1468;222;251;135;PROV1468;x
1469;223;79;193;PROV1469;x
1470;188;222;168;PROV1470;x
1471;202;184;232;PROV1471;x
1472;111;104;33;PROV1472;x
1473;146;104;217;PROV1473;x
1474;105;139;89;PROV1474;x
1475;238;75;246;PROV1475;x
1476;194;175;68;PROV1476;x
1477;174;68;173;PROV1477;x
1478;246;232;38;PROV1478;x
1479;65;160;83;PROV1479;x
1480;246;177;90;PROV1480;x
1481;113;44;180;PROV1481;x
1482;102;113;58;PROV1482;x
1483;157;146;207;PROV1483;x
1484;234;80;155;PROV1484;x
1485;253;91;43;PROV1485;x
1486;105;238;206;PROV1486;x
1487;144;59;159;PROV1487;x
1488;155;44;183;PROV1488;x
1489;249;210;206;PROV1489;x
1490;223;75;198;PROV1490;x
1491;204;155;181;PROV1491;x
1492;157;247;125;PROV1492;x
1493;163;166;217;PROV1493;x
1494;217;66;59;PROV1494;x
1495;116;195;243;PROV1495;x
1496;47;248;171;PROV1496;x
1497;250;215;177;PROV1497;x
1498;132;132;147;PROV1498;x
1499;186;213;30;PROV1499;x
1500;251;107;157;PROV1500;x
1501;106;188;100;PROV1501;x
1502;38;59;179;PROV1502;x
1503;228;125;99;PROV1503;x
1504;172;196;102;PROV1504;x
1505;243;181;247;PROV1505;x
1506;129;68;103;PROV1506;x
1507;195;232;217;PROV1507;x
1508;65;228;115;PROV1508;x
1509;51;102;53;PROV1509;x
1510;63;226;64;PROV1510;x
1511;125;167;88;PROV1511;x
1512;89;141;132;PROV1512;x
1513;214;107;166;PROV1513;x
1514;93;73;152;PROV1514;x
1515;101;107;48;PROV1515;x
1516;104;143;206;PROV1516;x
1517;155;86;174;PROV1517;x
1518;181;86;130;PROV1518;x
1519;194;71;215;PROV1519;x
1520;239;241;212;PROV1520;x
1521;156;194;154;PROV1521;x
1522;65;77;59;PROV1522;x
1523;44;184;69;PROV1523;x
1524;144;170;216;PROV1524;x
1525;192;132;188;PROV1525;x
1526;95;218;151;PROV1526;x
1527;96;202;213;PROV1527;x
1528;101;163;169;PROV1528;x
1529;144;198;111;PROV1529;x
1530;213;150;100;PROV1530;x
1531;172;230;121;PROV1531;x
1532;209;191;134;PROV1532;x
1533;252;66;59;PROV1533;x
1534;244;89;214;PROV1534;x
1535;166;41;171;PROV1535;x
1536;213;244;208;PROV1536;x
1537;197;128;107;PROV1537;x
1538;94;172;68;PROV1538;x
1539;253;84;61;PROV1539;x
1540;240;175;134;PROV1540;x
1541;202;86;64;PROV1541;x
1542;224;227;194;PROV1542;x
1543;124;237;195;PROV1543;x
1544;84;98;182;PROV1544;x
1545;121;107;142;PROV1545;x
1546;254;190;152;PROV1546;x
1547;252;186;208;PROV1547;x
1548;157;45;51;PROV1548;x
1549;247;107;87;PROV1549;x
1550;82;210;136;PROV1550;x
1551;102;41;145;PROV1551;x
1552;180;71;33;PROV1552;x
1553;180;196;68;PROV1553;x
1554;231;118;36;PROV1554;x
1555;42;143;59;PROV1555;x
1556;179;228;95;PROV1556;x
1557;181;254;149;PROV1557;x
1558;164;243;244;PROV1558;x
1559;180;75;70;PROV1559;x
1560;42;232;149;PROV1560;x
1561;137;72;57;PROV1561;x
1562;89;236;87;PROV1562;x
1563;66;195;65;PROV1563;x
1564;139;103;249;PROV1564;x
1565;113;50;97;PROV1565;x
1566;201;144;157;PROV1566;x
1567;246;97;134;PROV1567;x
1568;247;155;211;PROV1568;x
1569;242;193;53;PROV1569;x
1570;155;254;251;PROV1570;x
1571;218;167;219;PROV1571;x
1572;174;124;75;PROV1572;x
1573;234;208;161;PROV1573;x
1574;227;143;62;PROV1574;x
1575;59;72;180;PROV1575;x
1576;155;80;222;PROV1576;x
1577;177;234;186;PROV1577;x
1578;167;51;164;PROV1578;x
1579;44;144;171;PROV1579;x
1580;100;102;73;PROV1580;x
1581;63;165;196;PROV1581;x
1582;69;175;191;PROV1582;x
1583;59;194;181;PROV1583;x
1584;52;222;190;PROV1584;x
1585;251;48;209;PROV1585;x
1586;102;217;113;PROV1586;x
1587;60;116;142;PROV1587;x
1588;86;233;50;PROV1588;x
1589;94;81;146;PROV1589;x
1590;84;160;234;PROV1590;x
1591;158;163;136;PROV1591;x
1592;117;194;232;PROV1592;x
1593;121;245;151;PROV1593;x
1594;244;125;141;PROV1594;x
1595;71;155;41;PROV1595;x
1596;250;170;32;PROV1596;x
1597;209;196;182;PROV1597;x
1598;88;70;240;PROV1598;x
1599;186;232;187;PROV1599;x
1600;175;229;124;PROV1600;x
1601;74;229;63;PROV1601;x
1602;201;148;88;PROV1602;x
1603;84;163;109;PROV1603;x
1604;232;236;226;PROV1604;x
1605;217;71;246;PROV1605;x
1606;30;45;108;PROV1606;x
1607;38;99;165;PROV1607;x
1608;144;130;218;PROV1608;x
1609;82;100;123;PROV1609;x
1610;150;186;216;PROV1610;x
1611;74;200;46;PROV1611;x
1612;57;200;150;PROV1612;x
1613;107;124;36;PROV1613;x
1614;208;195;37;PROV1614;x
1615;177;232;215;PROV1615;x
1616;210;126;253;PROV1616;x
1617;248;185;217;PROV1617;x
1618;108;167;159;PROV1618;x
1619;213;185;129;PROV1619;x
1620;100;148;77;PROV1620;x
1621;147;187;66;PROV1621;x
1622;210;189;126;PROV1622;x
1623;126;177;175;PROV1623;x
1624;101;85;158;PROV1624;x
1625;158;221;152;PROV1625;x
1626;32;127;229;PROV1626;x
1627;44;53;164;PROV1627;x
1628;254;221;63;PROV1628;x
1629;141;98;44;PROV1629;x
1630;50;36;231;PROV1630;x
1631;213;243;36;PROV1631;x
1632;60;60;74;PROV1632;x
1633;179;254;191;PROV1633;x
1634;157;152;37;PROV1634;x
1635;72;37;111;PROV1635;x
1636;30;85;219;PROV1636;x
1637;231;98;50;PROV1637;x
1638;103;125;61;PROV1638;x
1639;230;148;221;PROV1639;x
1640;32;99;120;PROV1640;x
1641;111;105;170;PROV1641;x
1642;199;142;96;PROV1642;x
1643;152;128;191;PROV1643;x
1644;108;108;128;PROV1644;x
1645;67;221;34;PROV1645;x
1646;248;212;214;PROV1646;x
1647;206;140;43;PROV1647;x
1648;80;74;193;PROV1648;x
1649;210;140;148;PROV1649;x
1650;229;84;166;PROV1650;x
1651;108;176;185;PROV1651;x
1652;100;76;77;PROV1652;x
1653;121;127;149;PROV1653;x
1654;45;133;212;PROV1654;x
1655;57;153;244;PROV1655;x
1656;177;65;158;PROV1656;x
1657;57;236;191;PROV1657;x
1658;37;81;213;PROV1658;x
1659;107;60;61;PROV1659;x
1660;232;243;32;PROV1660;x
1661;203;177;73;PROV1661;x
1662;54;254;187;PROV1662;x
1663;198;222;175;PROV1663;x
1664;212;157;114;PROV1664;x
1665;94;190;37;PROV1665;x
1666;86;52;175;PROV1666;x
1667;204;63;105;PROV1667;x
1668;244;202;102;PROV1668;x
1669;226;248;46;PROV1669;x
1670;46;144;139;PROV1670;x
1671;146;97;210;PROV1671;x
1672;168;32;154;PROV1672;x
1673;87;234;98;PROV1673;x
1674;238;100;109;PROV1674;x
1675;107;197;145;PROV1675;x
1676;206;51;37;PROV1676;x
1677;140;57;210;PROV1677;x
1678;182;213;230;PROV1678;x
1679;225;80;183;PROV1679;x
1680;92;226;228;PROV1680;x
1681;158;195;42;PROV1681;x
1682;81;172;49;PROV1682;x
