#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x
PROV535;Salluit;;;;;;;;;;;;;x
PROV536;Churchill;;;;;;;;;;;;;x
PROV537;Sand Lake;;;;;;;;;;;;;x
PROV538;Daly Lake;;;;;;;;;;;;;x
PROV539;Cold Lake;;;;;;;;;;;;;x
PROV540;Valleyview;;;;;;;;;;;;;x
PROV541;Simonette;;;;;;;;;;;;;x
PROV542;Obed;;;;;;;;;;;;;x
PROV543;Well Bank;;;;;;;;;;;;;x
PROV544;Hinton;;;;;;;;;;;;;x
PROV545;Mica Creek;;;;;;;;;;;;;x
PROV546;Sicamous;;;;;;;;;;;;;x
PROV547;Lumby;;;;;;;;;;;;;x
PROV548;Castlegar;;;;;;;;;;;;;x
PROV549;Colville;;;;;;;;;;;;;x
PROV550;Spokane;;;;;;;;;;;;;x
PROV551;Pullman;;;;;;;;;;;;;x
PROV552;Walla Walla;;;;;;;;;;;;;x
PROV553;La Grande;;;;;;;;;;;;;x
PROV554;Baker City;;;;;;;;;;;;;x
PROV555;Vale;;;;;;;;;;;;;x
PROV556;Jordan Valley;;;;;;;;;;;;;x
PROV557;McDermitt;;;;;;;;;;;;;x
PROV558;Winnemucca;;;;;;;;;;;;;x
PROV559;Battle Mountain;;;;;;;;;;;;;x
PROV560;Middlegate;;;;;;;;;;;;;x
PROV561;Gabbs;;;;;;;;;;;;;x
PROV562;Hawthorne;;;;;;;;;;;;;x
PROV563;Bishop;;;;;;;;;;;;;x
PROV564;Ridgecrest;;;;;;;;;;;;;x
PROV565;Victorville;;;;;;;;;;;;;x
PROV566;Santa Ana;;;;;;;;;;;;;x
PROV567;Lake Harbor;;;;;;;;;;;;;x
PROV568;Deception Bay;;;;;;;;;;;;;x
PROV569;Fort Churchill;;;;;;;;;;;;;x
PROV570;Dawney Lake;;;;;;;;;;;;;x
PROV571;Dobbin Lake;;;;;;;;;;;;;x
PROV572;Ile a La Crosse;;;;;;;;;;;;;x
PROV573;Sunset House;;;;;;;;;;;;;x
PROV574;Whitecourt;;;;;;;;;;;;;x
PROV575;Siuna;;;;;;;;;;;;;x
PROV576;Hornbeck;;;;;;;;;;;;;x
PROV577;Saunders;;;;;;;;;;;;;x
PROV578;Coast of Gambia;;;;;;;;;;;;;x
PROV579;Revelstroke;;;;;;;;;;;;;x
PROV580;Nakusp;;;;;;;;;;;;;x
PROV581;Nelson;;;;;;;;;;;;;x
PROV582;Sandpoint;;;;;;;;;;;;;x
PROV583;Coeur d'Alene;;;;;;;;;;;;;x
PROV584;Plummer;;;;;;;;;;;;;x
PROV585;Lewiston;;;;;;;;;;;;;x
PROV586;Joseph;;;;;;;;;;;;;x
PROV587;New Meadows;;;;;;;;;;;;;x
PROV588;Ontario ;;;;;;;;;;;;;x
PROV589;Nampa;;;;;;;;;;;;;x
PROV590;Bruneau;;;;;;;;;;;;;x
PROV591;Midas;;;;;;;;;;;;;x
PROV592;Carlin;;;;;;;;;;;;;x
PROV593;Austin ;;;;;;;;;;;;;x
PROV594;Carvers;;;;;;;;;;;;;x
PROV595;Tonopah;;;;;;;;;;;;;x
PROV596;Beatty;;;;;;;;;;;;;x
PROV597;Tecopa;;;;;;;;;;;;;x
PROV598;Barstow;;;;;;;;;;;;;x
PROV599;San Bernardino;;;;;;;;;;;;;x
PROV600;San Diego;;;;;;;;;;;;;x
PROV601;Tijuana;;;;;;;;;;;;;x
PROV602;Knife Edge Mountain;;;;;;;;;;;;;x
PROV603;Kangiqsujuaq;;;;;;;;;;;;;x
PROV604;Little Beaver River;;;;;;;;;;;;;x
PROV605;Southend;;;;;;;;;;;;;x
PROV606;Swan Hills;;;;;;;;;;;;;x
PROV607;Barrhead;;;;;;;;;;;;;x
PROV608;Stony Plain;;;;;;;;;;;;;x
PROV609;Lodgepole;;;;;;;;;;;;;x
PROV610;Strachan;;;;;;;;;;;;;x
PROV611;Banff;;;;;;;;;;;;;x
PROV612;Turner Valley;;;;;;;;;;;;;x
PROV613;Invermere;;;;;;;;;;;;;x
PROV614;Cranbrook;;;;;;;;;;;;;x
PROV615;Bonners Ferry;;;;;;;;;;;;;x
PROV616;Kellogg;;;;;;;;;;;;;x
PROV617;Fernwood;;;;;;;;;;;;;x
PROV618;Orofino;;;;;;;;;;;;;x
PROV619;Riggins;;;;;;;;;;;;;x
PROV620;McCall;;;;;;;;;;;;;x
PROV621;Boise;;;;;;;;;;;;;x
PROV622;Mountain Home ;;;;;;;;;;;;;x
PROV623;Owyhee;;;;;;;;;;;;;x
PROV624;Elko;;;;;;;;;;;;;x
PROV625;Spring Creek;;;;;;;;;;;;;x
PROV626;Ruby Hill;;;;;;;;;;;;;x
PROV627;Duckwater;;;;;;;;;;;;;x
PROV628;Rachel;;;;;;;;;;;;;x
PROV629;Indian Springs;;;;;;;;;;;;;x
PROV630;Pahrump;;;;;;;;;;;;;x
PROV631;Baker ;;;;;;;;;;;;;x
PROV632;Indio;;;;;;;;;;;;;x
PROV633;El Centro;;;;;;;;;;;;;x
PROV634;Mexicali;;;;;;;;;;;;;x
PROV635;Ensenada;;;;;;;;;;;;;x
PROV636;Lazaro Cardenas;;;;;;;;;;;;;x
PROV637;Scott's Fortress;;;;;;;;;;;;;x
PROV638;O'Day;;;;;;;;;;;;;x
PROV639;Sandy Bay;;;;;;;;;;;;;x
PROV640;Pinehouse Lake;;;;;;;;;;;;;x
PROV641;Chisholm;;;;;;;;;;;;;x
PROV642;Egremont;;;;;;;;;;;;;x
PROV643;Edmonton;;;;;;;;;;;;;x
PROV644;Wetaskiwin;;;;;;;;;;;;;x
PROV645;Red Deer;;;;;;;;;;;;;x
PROV646;Calgary;;;;;;;;;;;;;x
PROV647;Black Diamond;;;;;;;;;;;;;x
PROV648;Arande de Duero;;;;;;;;;;;;;x
PROV649;Fernie;;;;;;;;;;;;;x
PROV650;Eureka;;;;;;;;;;;;;x
PROV651;Libby;;;;;;;;;;;;;x
PROV652;Superior;;;;;;;;;;;;;x
PROV653;Pierce;;;;;;;;;;;;;x
PROV654;Warren ;;;;;;;;;;;;;x
PROV655;Challis;;;;;;;;;;;;;x
PROV656;Ketchum;;;;;;;;;;;;;x
PROV657;Jerome;;;;;;;;;;;;;x
PROV658;Twin Falls;;;;;;;;;;;;;x
PROV659;Wells;;;;;;;;;;;;;x
PROV660;West Wendover;;;;;;;;;;;;;x
PROV661;McGill;;;;;;;;;;;;;x
PROV662;Ely;;;;;;;;;;;;;x
PROV663;Caliente;;;;;;;;;;;;;x
PROV664;Mesquite;;;;;;;;;;;;;x
PROV665;Las Vegas;;;;;;;;;;;;;x
PROV666;Needles;;;;;;;;;;;;;x
PROV667;Blythe;;;;;;;;;;;;;x
PROV668;Holtville;;;;;;;;;;;;;x
PROV669;San Luis Rio Colorado;;;;;;;;;;;;;x
PROV670;San Felipe;;;;;;;;;;;;;x
PROV671;Zamora;;;;;;;;;;;;;x
PROV672;Las Arrastras;;;;;;;;;;;;;x
PROV673;Povungnituk;;;;;;;;;;;;;x
PROV674;Belcher;;;;;;;;;;;;;x
PROV675;Lynn Lake;;;;;;;;;;;;;x
PROV676;La Ronge;;;;;;;;;;;;;x
PROV677;Bellis;;;;;;;;;;;;;x
PROV678;Chipman;;;;;;;;;;;;;x
PROV679;Mundare;;;;;;;;;;;;;x
PROV680;Camrose;;;;;;;;;;;;;x
PROV681;Stettler;;;;;;;;;;;;;x
PROV682;Shouldice;;;;;;;;;;;;;x
PROV683;High River;;;;;;;;;;;;;x
PROV684;Claresholm;;;;;;;;;;;;;x
PROV685;Cardston;;;;;;;;;;;;;x
PROV686;Whitefish;;;;;;;;;;;;;x
PROV687;Kalispell;;;;;;;;;;;;;x
PROV688;Missoula;;;;;;;;;;;;;x
PROV689;Darby;;;;;;;;;;;;;x
PROV690;Salmon;;;;;;;;;;;;;x
PROV691;Mackay;;;;;;;;;;;;;x
PROV692;Carey;;;;;;;;;;;;;x
PROV693;Rupert;;;;;;;;;;;;;x
PROV694;Burley;;;;;;;;;;;;;x
PROV695;Lucin;;;;;;;;;;;;;x
PROV696;Gold Hill;;;;;;;;;;;;;x
PROV697;Callao;;;;;;;;;;;;;x
PROV698;Lund ;;;;;;;;;;;;;x
PROV699;St George;;;;;;;;;;;;;x
PROV700;Littlefield;;;;;;;;;;;;;x
PROV701;Dolan Springs;;;;;;;;;;;;;x
PROV702;Bullhead City;;;;;;;;;;;;;x
PROV703;Lake Havasu City;;;;;;;;;;;;;x
PROV704;Yuma;;;;;;;;;;;;;x
PROV705;Rocky Point;;;;;;;;;;;;;x
PROV706;Agua Amarga;;;;;;;;;;;;;x
PROV707;El Marasal;;;;;;;;;;;;;x
PROV708;El Mezquitoso;;;;;;;;;;;;;x
PROV709;Holsteinsborg;;;;;;;;;;;;;x
PROV710;Cape Warwick;;;;;;;;;;;;;x
PROV711;Monts de Povungnituk;;;;;;;;;;;;;x
PROV712;Barrington River;;;;;;;;;;;;;x
PROV713;Stanley Mission;;;;;;;;;;;;;x
PROV714;Coast of Benin;;;;;;;;;;;;;x
PROV715;Willingdon;;;;;;;;;;;;;x
PROV716;Vegreville;;;;;;;;;;;;;x
PROV717;Bawlf;;;;;;;;;;;;;x
PROV718;Sherbo Strait;;;;;;;;;;;;;x
PROV719;Rosemary;;;;;;;;;;;;;x
PROV720;Milo;;;;;;;;;;;;;x
PROV721;Lethbridge;;;;;;;;;;;;;x
PROV722;Raymond;;;;;;;;;;;;;x
PROV723;Browning;;;;;;;;;;;;;x
PROV724;Heart Butte;;;;;;;;;;;;;x
PROV725;Seeley Lake;;;;;;;;;;;;;x
PROV726;Deer Lodge;;;;;;;;;;;;;x
PROV727;Anaconda;;;;;;;;;;;;;x
PROV728;Dillon;;;;;;;;;;;;;x
PROV729;Blackfoot;;;;;;;;;;;;;x
PROV730;American Falls;;;;;;;;;;;;;x
PROV731;Snowville;;;;;;;;;;;;;x
PROV732;Kelton;;;;;;;;;;;;;x
PROV733;Tooele;;;;;;;;;;;;;x
PROV734;Dugway;;;;;;;;;;;;;x
PROV735;Milford;;;;;;;;;;;;;x
PROV736;Cedar City;;;;;;;;;;;;;x
PROV737;Fredonia;;;;;;;;;;;;;x
PROV738;Supai;;;;;;;;;;;;;x
PROV739;Seligman;;;;;;;;;;;;;x
PROV740;Prescott;;;;;;;;;;;;;x
PROV741;Buckeye;;;;;;;;;;;;;x
PROV742;Ajo;;;;;;;;;;;;;x
PROV743;Caborca;;;;;;;;;;;;;x
PROV744;Puerto Libertad;;;;;;;;;;;;;x
PROV745;Mulege;;;;;;;;;;;;;x
PROV746;Sondrestrom;;;;;;;;;;;;;x
PROV747;Lac Nantais;;;;;;;;;;;;;x
PROV748;Kogaluc Bay;;;;;;;;;;;;;x
PROV749;Leaf Rapids;;;;;;;;;;;;;x
PROV750;Sandy Narrows;;;;;;;;;;;;;x
PROV751;Mallaig;;;;;;;;;;;;;x
PROV752;Elk Point;;;;;;;;;;;;;x
PROV753;Vermilion;;;;;;;;;;;;;x
PROV754;Killam;;;;;;;;;;;;;x
PROV755;Scapa;;;;;;;;;;;;;x
PROV756;Jenner;;;;;;;;;;;;;x
PROV757;Brooks;;;;;;;;;;;;;x
PROV758;Grassy Lake;;;;;;;;;;;;;x
PROV759;Foremost;;;;;;;;;;;;;x
PROV760;Sunburst;;;;;;;;;;;;;x
PROV761;Conrad;;;;;;;;;;;;;x
PROV762;Cascade;;;;;;;;;;;;;x
PROV763;Helena ;;;;;;;;;;;;;x
PROV764;Butte;;;;;;;;;;;;;x
PROV765;Big Sky;;;;;;;;;;;;;x
PROV766;Idaho Falls;;;;;;;;;;;;;x
PROV767;Pocatello;;;;;;;;;;;;;x
PROV768;Logan;;;;;;;;;;;;;x
PROV769;Ogden;;;;;;;;;;;;;x
PROV770;Salt Lake City;;;;;;;;;;;;;x
PROV771;Provo;;;;;;;;;;;;;x
PROV772;Fillmore;;;;;;;;;;;;;x
PROV773;Koosharem;;;;;;;;;;;;;x
PROV774;Page;;;;;;;;;;;;;x
PROV775;Tuba City;;;;;;;;;;;;;x
PROV776;Flagstaff;;;;;;;;;;;;;x
PROV777;New River;;;;;;;;;;;;;x
PROV778;Phoenix;;;;;;;;;;;;;x
PROV779;Casa Grande;;;;;;;;;;;;;x
PROV780;Nogales;;;;;;;;;;;;;x
PROV781;Imuris;;;;;;;;;;;;;x
PROV782;Bahia de Kino;;;;;;;;;;;;;x
PROV783;Miguel Aleman;;;;;;;;;;;;;x
PROV784;Loreto;;;;;;;;;;;;;x
PROV785;San Ignacio;;;;;;;;;;;;;x
PROV786;Ciudad Constitution;;;;;;;;;;;;;x
PROV787;Russell Gletscher;;;;;;;;;;;;;x
PROV788;Lac Klotz;;;;;;;;;;;;;x
PROV789;Lac Anuc;;;;;;;;;;;;;x
PROV790;Southern Indian Lake;;;;;;;;;;;;;x
PROV791;Pukatawagan;;;;;;;;;;;;;x
PROV792;Grand Centre;;;;;;;;;;;;;x
PROV793;Heinsburg;;;;;;;;;;;;;x
PROV794;Marwayne;;;;;;;;;;;;;x
PROV795;Wainwright;;;;;;;;;;;;;x
PROV796;Provost;;;;;;;;;;;;;x
PROV797;Bindloss;;;;;;;;;;;;;x
PROV798;Suffield;;;;;;;;;;;;;x
PROV799;Medicine Hat;;;;;;;;;;;;;x
PROV800;Cressday;;;;;;;;;;;;;x
PROV801;Chester;;;;;;;;;;;;;x
PROV802;Fort Benton;;;;;;;;;;;;;x
PROV803;Great Falls;;;;;;;;;;;;;x
PROV804;Townsend;;;;;;;;;;;;;x
PROV805;Bozeman;;;;;;;;;;;;;x
PROV806;Norris;;;;;;;;;;;;;x
PROV807;Dunoir;;;;;;;;;;;;;x
PROV808;Jackson;;;;;;;;;;;;;x
PROV809;Kemmerer;;;;;;;;;;;;;x
PROV810;Evanston;;;;;;;;;;;;;x
PROV811;Roosevelt;;;;;;;;;;;;;x
PROV812;Price;;;;;;;;;;;;;x
PROV813;Hanksville;;;;;;;;;;;;;x
PROV814;Escalante;;;;;;;;;;;;;x
PROV815;Kayenta;;;;;;;;;;;;;x
PROV816;Pinon;;;;;;;;;;;;;x
PROV817;Winslow;;;;;;;;;;;;;x
PROV818;Show Low;;;;;;;;;;;;;x
PROV819;San Tan Valley;;;;;;;;;;;;;x
PROV820;Tucson;;;;;;;;;;;;;x
PROV821;Sierra Vista;;;;;;;;;;;;;x
PROV822;Cananea;;;;;;;;;;;;;x
PROV823;Hermosillo;;;;;;;;;;;;;x
PROV824;Cabalito;;;;;;;;;;;;;x
PROV825;Guaymas;;;;;;;;;;;;;x
PROV826;La Paz;;;;;;;;;;;;;x
PROV827;Dasher;;;;;;;;;;;;;x
PROV828;Quaqtaq;;;;;;;;;;;;;x
PROV829;Kogaluc River;;;;;;;;;;;;;x
PROV830;Kelsey;;;;;;;;;;;;;x
PROV831;Highrock Lake;;;;;;;;;;;;;x
PROV832;Goodsoil;;;;;;;;;;;;;x
PROV833;Saint Walburg;;;;;;;;;;;;;x
PROV834;Lloydminster;;;;;;;;;;;;;x
PROV835;Cut Knife;;;;;;;;;;;;;x
PROV836;Reward;;;;;;;;;;;;;x
PROV837;Fusilier;;;;;;;;;;;;;x
PROV838;Marengo;;;;;;;;;;;;;x
PROV839;Estuary;;;;;;;;;;;;;x
PROV840;Maple Creek;;;;;;;;;;;;;x
PROV841;Havre;;;;;;;;;;;;;x
PROV842;Denton;;;;;;;;;;;;;x
PROV843;Hobson;;;;;;;;;;;;;x
PROV844;Harlowton;;;;;;;;;;;;;x
PROV845;Big Timber;;;;;;;;;;;;;x
PROV846;Wapiti;;;;;;;;;;;;;x
PROV847;Dubois;;;;;;;;;;;;;x
PROV848;Pavillion;;;;;;;;;;;;;x
PROV849;Farson;;;;;;;;;;;;;x
PROV850;Rock Springs;;;;;;;;;;;;;x
PROV851;Vernal;;;;;;;;;;;;;x
PROV852;Dragon;;;;;;;;;;;;;x
PROV853;Green River;;;;;;;;;;;;;x
PROV854;Monticello;;;;;;;;;;;;;x
PROV855;Bluff;;;;;;;;;;;;;x
PROV856;Nos Pos;;;;;;;;;;;;;x
PROV857;Houck;;;;;;;;;;;;;x
PROV858;Eagar;;;;;;;;;;;;;x
PROV859;Safford;;;;;;;;;;;;;x
PROV860;Wilcox;;;;;;;;;;;;;x
PROV861;Agua Prieta;;;;;;;;;;;;;x
PROV862;Nacozari de Garcia;;;;;;;;;;;;;x
PROV863;Bajadita;;;;;;;;;;;;;x
PROV864;Tarachi;;;;;;;;;;;;;x
PROV865;Ciudad Obregon;;;;;;;;;;;;;x
PROV866;Navojoa;;;;;;;;;;;;;x
PROV867;Cabo;;;;;;;;;;;;;x
PROV868;Hanga Roa;;;;;;;;;;;;;x
PROV869;Dancer;;;;;;;;;;;;;x
PROV870;Lac Coutoure;;;;;;;;;;;;;x
PROV871;Wivenhoe;;;;;;;;;;;;;x
PROV872;Notigi River;;;;;;;;;;;;;x
PROV873;Dorintosh;;;;;;;;;;;;;x
PROV874;Meadow Lake;;;;;;;;;;;;;x
PROV875;Mervin;;;;;;;;;;;;;x
PROV876;North Battleford;;;;;;;;;;;;;x
PROV877;Wilkie;;;;;;;;;;;;;x
PROV878;Kelfield;;;;;;;;;;;;;x
PROV879;Herschel;;;;;;;;;;;;;x
PROV880;Tyner;;;;;;;;;;;;;x
PROV881;Claydon;;;;;;;;;;;;;x
PROV882;Harlem;;;;;;;;;;;;;x
PROV883;Hays ;;;;;;;;;;;;;x
PROV884;Roundup;;;;;;;;;;;;;x
PROV885;Billings;;;;;;;;;;;;;x
PROV886;Bridger;;;;;;;;;;;;;x
PROV887;Cody;;;;;;;;;;;;;x
PROV888;Worland;;;;;;;;;;;;;x
PROV889;Riverton;;;;;;;;;;;;;x
PROV890;Tipton;;;;;;;;;;;;;x
PROV891;Dinosaur;;;;;;;;;;;;;x
PROV892;Rangely;;;;;;;;;;;;;x
PROV893;Battlement Mesa;;;;;;;;;;;;;x
PROV894;Fruita;;;;;;;;;;;;;x
PROV895;Cortez;;;;;;;;;;;;;x
PROV896;Farmington;;;;;;;;;;;;;x
PROV897;Tohatchi;;;;;;;;;;;;;x
PROV898;Gallup;;;;;;;;;;;;;x
PROV899;Zuni Pueblo;;;;;;;;;;;;;x
PROV900;Reserve;;;;;;;;;;;;;x
PROV901;Lordsburg;;;;;;;;;;;;;x
PROV902;Cloverdale;;;;;;;;;;;;;x
PROV903;Nuevo Casas Grandes;;;;;;;;;;;;;x
PROV904;Huasabas;;;;;;;;;;;;;x
PROV905;Temoris;;;;;;;;;;;;;x
PROV906;Alamos;;;;;;;;;;;;;x
PROV907;Los Mochis;;;;;;;;;;;;;x
PROV908;Prancer;;;;;;;;;;;;;x
PROV909;Umanat;;;;;;;;;;;;;x
PROV910;Lac Tasiaalujjuad;;;;;;;;;;;;;x
PROV911;Charlebois;;;;;;;;;;;;;x
PROV912;Nelson House;;;;;;;;;;;;;x
PROV913;Beauval;;;;;;;;;;;;;x
PROV914;Chitek;;;;;;;;;;;;;x
PROV915;Spiritwood;;;;;;;;;;;;;x
PROV916;Hafford;;;;;;;;;;;;;x
PROV917;Arelee;;;;;;;;;;;;;x
PROV918;Perdue;;;;;;;;;;;;;x
PROV919;Milden;;;;;;;;;;;;;x
PROV920;Swift Current;;;;;;;;;;;;;x
PROV921;Bracken;;;;;;;;;;;;;x
PROV922;Malta ;;;;;;;;;;;;;x
PROV923;Zortman;;;;;;;;;;;;;x
PROV924;Hysham;;;;;;;;;;;;;x
PROV925;Custer;;;;;;;;;;;;;x
PROV926;Hardin;;;;;;;;;;;;;x
PROV927;Powell;;;;;;;;;;;;;x
PROV928;Mayoworth;;;;;;;;;;;;;x
PROV929;Moneta;;;;;;;;;;;;;x
PROV930;Rawlins;;;;;;;;;;;;;x
PROV931;Baggs;;;;;;;;;;;;;x
PROV932;Craig;;;;;;;;;;;;;x
PROV933;Rifle;;;;;;;;;;;;;x
PROV934;Grand Junction;;;;;;;;;;;;;x
PROV935;Durango;;;;;;;;;;;;;x
PROV936;Bloomfield;;;;;;;;;;;;;x
PROV937;Nageezi;;;;;;;;;;;;;x
PROV938;Grants;;;;;;;;;;;;;x
PROV939;Datil;;;;;;;;;;;;;x
PROV940;Silver City;;;;;;;;;;;;;x
PROV941;Deming;;;;;;;;;;;;;x
PROV942;Puerto Palomas;;;;;;;;;;;;;x
PROV943;Casas Grandes;;;;;;;;;;;;;x
PROV944;Buena Aventura;;;;;;;;;;;;;x
PROV945;Vicente Guerrero;;;;;;;;;;;;;x
PROV946;Cusarare;;;;;;;;;;;;;x
PROV947;Guachochi;;;;;;;;;;;;;x
PROV948;Guamuchil;;;;;;;;;;;;;x
PROV949;Culiacan;;;;;;;;;;;;;x
PROV950;Vixen;;;;;;;;;;;;;x
PROV951;Tasersiaq;;;;;;;;;;;;;x
PROV952;Killiniq Island;;;;;;;;;;;;;x
PROV953;Kangirsuk;;;;;;;;;;;;;x
PROV954;Port Nelson;;;;;;;;;;;;;x
PROV955;Thompson;;;;;;;;;;;;;x
PROV956;Thunder Hills;;;;;;;;;;;;;x
PROV957;Cookson;;;;;;;;;;;;;x
PROV958;Shellbrook;;;;;;;;;;;;;x
PROV959;Rosthern;;;;;;;;;;;;;x
PROV960;Hague;;;;;;;;;;;;;x
PROV961;Saskatoon;;;;;;;;;;;;;x
PROV962;Hanley;;;;;;;;;;;;;x
PROV963;Chaplin;;;;;;;;;;;;;x
PROV964;Maxstone;;;;;;;;;;;;;x
PROV965;Glasgow ;;;;;;;;;;;;;x
PROV966;Jordan;;;;;;;;;;;;;x
PROV967;Miles City;;;;;;;;;;;;;x
PROV968;Colstrip;;;;;;;;;;;;;x
PROV969;Busby;;;;;;;;;;;;;x
PROV970;Sheridan;;;;;;;;;;;;;x
PROV971;Gillette;;;;;;;;;;;;;x
PROV972;Casper;;;;;;;;;;;;;x
PROV973;Hanna;;;;;;;;;;;;;x
PROV974;Saratoga;;;;;;;;;;;;;x
PROV975;Kremmling;;;;;;;;;;;;;x
PROV976;Edwards;;;;;;;;;;;;;x
PROV977;Gunnison;;;;;;;;;;;;;x
PROV978;Montrose;;;;;;;;;;;;;x
PROV979;Antonito;;;;;;;;;;;;;x
PROV980;Dulce;;;;;;;;;;;;;x
PROV981;Los Alamos;;;;;;;;;;;;;x
PROV982;Albuquerque;;;;;;;;;;;;;x
PROV983;Williamsburg;;;;;;;;;;;;;x
PROV984;Las Cruces;;;;;;;;;;;;;x
PROV985;Ciudad Juarez;;;;;;;;;;;;;x
PROV986;Benito Juarez;;;;;;;;;;;;;x
PROV987;Ejido Constitucion;;;;;;;;;;;;;x
PROV988;Ciudad Cuauhtemoc;;;;;;;;;;;;;x
PROV989;Bajio;;;;;;;;;;;;;x
PROV990;San Mateo;;;;;;;;;;;;;x
PROV991;Ceniza;;;;;;;;;;;;;x
PROV992;Bajio Vacas;;;;;;;;;;;;;x
PROV993;Mazatlan;;;;;;;;;;;;;x
PROV994;Bight of Biafra;;;;;;;;;;;;;x
PROV995;Aquliarusersuaq;;;;;;;;;;;;;x
PROV996;Port Harrison;;;;;;;;;;;;;x
PROV997;York Factory;;;;;;;;;;;;;x
PROV998;Stitt;;;;;;;;;;;;;x
PROV999;Molanosa;;;;;;;;;;;;;x
PROV1000;Paddockwood;;;;;;;;;;;;;x
PROV1001;Prince Albert;;;;;;;;;;;;;x
PROV1002;Meskanaw;;;;;;;;;;;;;x
PROV1003;Humboldt;;;;;;;;;;;;;x
PROV1004;Meacham;;;;;;;;;;;;;x
PROV1005;Watrous;;;;;;;;;;;;;x
PROV1006;Moose Jaw;;;;;;;;;;;;;x
PROV1007;Harptree;;;;;;;;;;;;;x
PROV1008;Scobey;;;;;;;;;;;;;x
PROV1009;Richey;;;;;;;;;;;;;x
PROV1010;Terry;;;;;;;;;;;;;x
PROV1011;Plevna;;;;;;;;;;;;;x
PROV1012;Broadus;;;;;;;;;;;;;x
PROV1013;Rockypoint;;;;;;;;;;;;;x
PROV1014;Moorcroft;;;;;;;;;;;;;x
PROV1015;Douglas;;;;;;;;;;;;;x
PROV1016;Medicine Bow;;;;;;;;;;;;;x
PROV1017;Laramie;;;;;;;;;;;;;x
PROV1018;Loveland;;;;;;;;;;;;;x
PROV1019;Boulder;;;;;;;;;;;;;x
PROV1020;Buena Vista;;;;;;;;;;;;;x
PROV1021;Alamosa;;;;;;;;;;;;;x
PROV1022;Blanca;;;;;;;;;;;;;x
PROV1023;Espanola;;;;;;;;;;;;;x
PROV1024;Santa Fe;;;;;;;;;;;;;x
PROV1025;Encino;;;;;;;;;;;;;x
PROV1026;Ruidoso;;;;;;;;;;;;;x
PROV1027;Alamogordo;;;;;;;;;;;;;x
PROV1028;Socorro;;;;;;;;;;;;;x
PROV1029;Miguel Ahumada;;;;;;;;;;;;;x
PROV1030;Nueve Piedras;;;;;;;;;;;;;x
PROV1031;Chihuahua;;;;;;;;;;;;;x
PROV1032;Choarachic;;;;;;;;;;;;;x
PROV1033;Parral;;;;;;;;;;;;;x
PROV1034;Santa Maria del Oro;;;;;;;;;;;;;x
PROV1035;Santiago Papasquiaro;;;;;;;;;;;;;x
PROV1036;Piedras;;;;;;;;;;;;;x
PROV1037;Escuinapa;;;;;;;;;;;;;x
PROV1038;Tepic;;;;;;;;;;;;;x
PROV1039;Frederiks Bjerge;;;;;;;;;;;;;x
PROV1040;Comet;;;;;;;;;;;;;x
PROV1041;Ikerasak;;;;;;;;;;;;;x
PROV1042;Lac Innuksuac;;;;;;;;;;;;;x
PROV1043;Cape Tatnam;;;;;;;;;;;;;x
PROV1044;Ilford;;;;;;;;;;;;;x
PROV1045;Cub Hills;;;;;;;;;;;;;x
PROV1046;Garrick;;;;;;;;;;;;;x
PROV1047;Nipawin;;;;;;;;;;;;;x
PROV1048;Melfort;;;;;;;;;;;;;x
PROV1049;Spalding;;;;;;;;;;;;;x
PROV1050;Wynyard;;;;;;;;;;;;;x
PROV1051;Serath;;;;;;;;;;;;;x
PROV1052;Regina;;;;;;;;;;;;;x
PROV1053;Ogema;;;;;;;;;;;;;x
PROV1054;Plentywood;;;;;;;;;;;;;x
PROV1055;Fairview;;;;;;;;;;;;;x
PROV1056;Wibaux;;;;;;;;;;;;;x
PROV1057;Baker ;;;;;;;;;;;;;x
PROV1058;Ekalaka;;;;;;;;;;;;;x
PROV1059;Aladdin;;;;;;;;;;;;;x
PROV1060;Sundance;;;;;;;;;;;;;x
PROV1061;Manville;;;;;;;;;;;;;x
PROV1062;Torrington;;;;;;;;;;;;;x
PROV1063;Cheyenne;;;;;;;;;;;;;x
PROV1064;Greeley;;;;;;;;;;;;;x
PROV1065;Denver;;;;;;;;;;;;;x
PROV1066;Colorado Springs;;;;;;;;;;;;;x
PROV1067;Pueblo;;;;;;;;;;;;;x
PROV1068;Aguilar ;;;;;;;;;;;;;x
PROV1069;Springer;;;;;;;;;;;;;x
PROV1070;Santa Rosa;;;;;;;;;;;;;x
PROV1071;Fort Sumner;;;;;;;;;;;;;x
PROV1072;Roswell;;;;;;;;;;;;;x
PROV1073;Carlsbad;;;;;;;;;;;;;x
PROV1074;Dell City;;;;;;;;;;;;;x
PROV1075;Van Horn;;;;;;;;;;;;;x
PROV1076;Ojinaga;;;;;;;;;;;;;x
PROV1077;Delicias;;;;;;;;;;;;;x
PROV1078;Ciudad Camargo;;;;;;;;;;;;;x
PROV1079;Jose Mariano Jimenez;;;;;;;;;;;;;x
PROV1080;Gomez Palacio;;;;;;;;;;;;;x
PROV1081;Nuevo Ideal;;;;;;;;;;;;;x
PROV1082;Durango;;;;;;;;;;;;;x
PROV1083;Temoaya;;;;;;;;;;;;;x
